央视频道,#genre#
贵州卫视,http://39.135.36.145:18890/000000001000/1000000002000003169/1.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000003169&owchid=ystenlive&owsid=1106497909461328035&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhEobBU2fUvDIVr2YUAB3sQC3mtTDqCyM2IHfZcfgwbCVw3In3iCPMx3CBGKKivBM4
甘肃卫视,http://39.135.36.158:18890/000000001000/1000000002000017827/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000017827&owchid=ystenlive&owsid=1106497909461366475&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhA4sBZEsqnSa3KvsIaVI9wPS8Gj6lJe1Zo41ze%2fWmzecpyT4Tmxoc1paT1vcrQhVS
广东体育,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=20&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1

精彩4K,#genre#
BesTV 4k,http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8
纯享 4K,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
CCTV 4K,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8

CETV,#genre#
CETV1,http://nas.330421.cn:8000/iptv/cetv/?id=422
CETV2,http://nas.330421.cn:8000/iptv/cetv/?id=423
CETV3,http://nas.330421.cn:8000/iptv/cetv/?id=424
CETV4,http://nas.330421.cn:8000/iptv/cetv/?id=425

浙江台,#genre#
浙江卫视,http://nas.330421.cn:8000/iptv/tv/?code=浙江卫视
经济生活,http://nas.330421.cn:8000/iptv/tv/?code=经济生活
浙江科教,http://nas.330421.cn:8000/iptv/tv/?code=浙江科教
浙江钱江,http://nas.330421.cn:8000/iptv/tv/?code=浙江钱江
浙江影视,http://nas.330421.cn:8000/iptv/tv/?code=浙江影视
浙江民生,http://nas.330421.cn:8000/iptv/tv/?code=浙江民生
浙江少儿,http://nas.330421.cn:8000/iptv/tv/?code=浙江少儿
浙江公共,http://nas.330421.cn:8000/iptv/tv/?code=浙江公共
留学世界,http://nas.330421.cn:8000/iptv/tv/?code=留学世界
浙江国际,http://nas.330421.cn:8000/iptv/tv/?code=浙江国际
杭州HTV-1,http://nas.330421.cn:8000/iptv/cmcc/aikan.php?pid=3221229307
杭州HTV-2,http://nas.330421.cn:8000/iptv/cmcc/aikan.php?pid=3221229310
杭州HTV-3,http://nas.330421.cn:8000/iptv/cmcc/aikan.php?pid=3221229313
杭州HTV-4,http://nas.330421.cn:8000/iptv/cmcc/aikan.php?pid=3221229377
杭州HTV-5,http://nas.330421.cn:8000/iptv/cmcc/aikan.php?pid=3221229316
嘉兴新闻综合,http://nas.330421.cn:8000/iptv/tv/?code=嘉兴新闻综合
嘉兴文化娱乐,http://nas.330421.cn:8000/iptv/tv/?code=嘉兴文化娱乐
嘉兴公共频道,http://nas.330421.cn:8000/iptv/tv/?code=嘉兴公共频道
嘉善新闻综合,http://nas.330421.cn:8000/iptv/tv/?code=嘉善新闻综合
嘉善善文化,http://nas.330421.cn:8000/iptv/tv/?code=嘉善善文化
宁波1,http://nas.330421.cn:8000/iptv/tv/?code=宁波1
宁波2,http://nas.330421.cn:8000/iptv/tv/?code=宁波2
宁波3,http://nas.330421.cn:8000/iptv/tv/?code=宁波3
宁波4,http://nas.330421.cn:8000/iptv/tv/?code=宁波4
宁波5,http://nas.330421.cn:8000/iptv/tv/?code=宁波5
宁波6,http://nas.330421.cn:8000/iptv/tv/?code=宁波6

上海台,#genre#
东方卫视,http://nas.330421.cn:8000/iptv/tv/?code=东方卫视
新闻综合,http://nas.330421.cn:8000/iptv/tv/?code=新闻综合
电视剧,http://nas.330421.cn:8000/iptv/tv/?code=电视剧
都市频道,http://nas.330421.cn:8000/iptv/tv/?code=都市频道
艺术人文,http://nas.330421.cn:8000/iptv/tv/?code=艺术人文
上海外语,http://nas.330421.cn:8000/iptv/tv/?code=上海外语
第一财经,http://nas.330421.cn:8000/iptv/tv/?code=第一财经
纪实频道,http://nas.330421.cn:8000/iptv/tv/?code=纪实频道
上海教育,http://nas.330421.cn:8000/iptv/tv/?code=上海教育
五星体育,http://nas.330421.cn:8000/iptv/tv/?code=五星体育
东方财经,http://nas.330421.cn:8000/iptv/tv/?code=东方财经
东方电影,http://nas.330421.cn:8000/iptv/migu/?id=623674834

NewTV,#genre#
NewTV超级电视剧,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV超级电视剧
NewTV超级电影,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV超级电影
NewTV超级体育,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV超级体育
NewTV超级综艺,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV超级综艺
NewTV潮妈辣婆,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV潮妈辣婆
NewTV动作电影,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV动作电影
NewTV古装剧场,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV古装剧场
NewTV海外剧场,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV海外剧场
NewTV家庭剧场,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV家庭剧场
NewTV健康有约,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV健康有约
NewTV金牌综艺,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV金牌综艺
NewTV精品大剧,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV精品大剧
NewTV精品纪录,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV精品纪录
NewTV精品体育,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV精品体育
NewTV军旅剧场,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV军旅剧场
NewTV军事评论,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV军事评论
NewTV明星大片,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV明星大片
NewTV炫舞未来,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV炫舞未来
NewTV中国功夫,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV中国功夫
NewTV惊悚悬疑,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV惊悚悬疑
NewTV爱情喜剧,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV爱情喜剧
NewTV搏击,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=NewTV搏击
黑莓电竞,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=黑莓电竞
黑莓电影,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=黑莓电影
黑莓动画,http://nas.330421.cn:8000/iptv/cmcc/fjtv.php?pid=黑莓动画
iHot,#genre#
爱奇谈,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱奇谈
爱玩具,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱玩具
爱电竞,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱电竞
爱赛车,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱赛车
爱体育,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱体育
爱世界,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱世界
爱怀旧,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱怀旧
爱旅行,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱旅行
爱江湖,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱江湖
爱娱乐,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱娱乐
爱解密,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱解密
爱军武,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱军武
爱幼教,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱幼教
爱谍战,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱谍战
爱猎奇,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱猎奇
爱历史,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱历史
爱悬疑,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱悬疑
爱经典,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱经典
爱体育,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱体育
爱都市,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱都市
爱科学,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱科学
爱时尚,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱时尚
爱探索,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱探索
爱美食,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱美食
爱家庭,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱家庭
爱青春,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱青春
爱动漫,http://nas.330421.cn:8000/iptv/cmcc/zjtv.php?pid=爱动漫
CIBN,#genre#
CIBN教育,http://nas.330421.cn:8000/iptv/cibn/index1.php?code=JiaoYu
CIBN精品影院,http://nas.330421.cn:8000/iptv/cibn/?code=JingPin
CIBN生活,http://nas.330421.cn:8000/iptv/cibn/?code=YouXi
CIBN军事,http://nas.330421.cn:8000/iptv/cibn/?code=YinYue
CIBN真人秀,http://nas.330421.cn:8000/iptv/cibn/?code=LuShi
CIBN汉学院,http://nas.330421.cn:8000/iptv/tv/?code=CIBN汉学院
CIBN文旅中国,http://nas.330421.cn:8000/iptv/cibn/?code=MeiZhuang
CIBN文化中国,http://nas.330421.cn:8000/iptv/tv/?code=CIBN文化中国
CIBN嗨播,http://nas.330421.cn:8000/iptv/cibn/?code=LvYou
CIBN时尚生活,http://nas.330421.cn:8000/iptv/cibn/?code=DongLinFaYin
CIBN欧洲影院,http://nas.330421.cn:8000/iptv/cibn/?code=82
CIBN童学世界,http://nas.330421.cn:8000/iptv/cibn/?code=ReBo
CIBN经典剧场,http://nas.330421.cn:8000/iptv/cibn/?code=DOTA2
CIBN风尚运动,http://nas.330421.cn:8000/iptv/cibn/?code=DuShi
CIBN汽车,http://nas.330421.cn:8000/iptv/cibn/?code=QiChe
CIBN华语影院,http://nas.330421.cn:8000/iptv/cibn/?code=TiYu
CIBN佳片影院,http://nas.330421.cn:8000/iptv/cibn/?code=83
CIBN情感影院,http://nas.330421.cn:8000/iptv/cibn/?code=QingGan
CIBN骄阳剧场,http://nas.330421.cn:8000/iptv/cibn/?code=JingDian
CIBN健康,http://nas.330421.cn:8000/iptv/cibn/?code=JianKang
CIBN全电竞,http://nas.330421.cn:8000/iptv/cibn/?code=115
CIBN百科实录,http://nas.330421.cn:8000/iptv/cibn/?code=84
CIBN喜剧影院,http://nas.330421.cn:8000/iptv/cibn/?code=TongBu
CIBN炫佳动漫,http://nas.330421.cn:8000/iptv/cibn/?code=DongMan
CIBN微电影,http://nas.330421.cn:8000/iptv/cibn/?code=WeiDianYing
CIBN热卖推荐,http://nas.330421.cn:8000/iptv/cibn/?code=400
CIBN现身说法,http://nas.330421.cn:8000/iptv/cibn/?code=86
CIBN院线大片,http://nas.330421.cn:8000/iptv/cibn/?code=DanJi
CIBN品质生活,http://nas.330421.cn:8000/iptv/cibn/?code=1
CIBN古装剧场,http://nas.330421.cn:8000/iptv/cibn/?code=ZongYi
CIBN时尚前沿,http://nas.330421.cn:8000/iptv/cibn/?code=87
CIBN动漫剧场,http://nas.330421.cn:8000/iptv/cibn/?code=QinZi
CIBN好莱坞,http://nas.330421.cn:8000/iptv/cibn/?code=ZongHe
CIBN聚鲨精选,http://nas.330421.cn:8000/iptv/cibn/?code=6
CIBN家居用品,http://nas.330421.cn:8000/iptv/cibn/?code=jiayougouwu
CIBN宝岛风情,http://nas.330421.cn:8000/iptv/cibn/?code=88
CIBN流金岁月,http://nas.330421.cn:8000/iptv/cibn/?code=Shoucang
CIBN好物,http://nas.330421.cn:8000/iptv/cibn/?code=178
CIBN艺术院线,http://nas.330421.cn:8000/iptv/cibn/?code=YingXiong
CIBN电影导视,http://nas.330421.cn:8000/iptv/cibn/?code=FengShang
CIBN电影综合,http://nas.330421.cn:8000/iptv/cibn/?code=DianYing
CIBN纪录片,http://nas.330421.cn:8000/iptv/cibn/?code=JiLuPian
CIBN综合,http://nas.330421.cn:8000/iptv/cibn/?code=DianJing
CIBN动作影院,http://nas.330421.cn:8000/iptv/cibn/?code=ShengHuo
咿呀咿呀,http://nas.330421.cn:8000/iptv/cibn/?code=130
底价秒杀,http://nas.330421.cn:8000/iptv/cibn/?code=300
驶向荒野之旅,http://nas.330421.cn:8000/iptv/cibn/?code=361
MV,http://nas.330421.cn:8000/iptv/cibn/?code=338
流行榜单,http://nas.330421.cn:8000/iptv/cibn/?code=155
家装精选,http://nas.330421.cn:8000/iptv/cibn/?code=301
巨星演唱会,http://nas.330421.cn:8000/iptv/cibn/?code=135
美食厨房,http://nas.330421.cn:8000/iptv/cibn/?code=302
经典音乐,http://nas.330421.cn:8000/iptv/cibn/?code=162
天才宝贝熊,http://nas.330421.cn:8000/iptv/cibn/?code=143
女团专场,http://nas.330421.cn:8000/iptv/cibn/?code=208
斗牛财经,http://nas.330421.cn:8000/iptv/cibn/?code=126
老陈坐弹会,http://nas.330421.cn:8000/iptv/cibn/?code=136
音乐综艺,http://nas.330421.cn:8000/iptv/cibn/?code=145
精选古典乐,http://nas.330421.cn:8000/iptv/cibn/?code=78
经典音乐会,http://nas.330421.cn:8000/iptv/cibn/?code=128
中国交通,http://nas.330421.cn:8000/iptv/cibn/?code=7
环球奇观,http://nas.330421.cn:8000/iptv/cibn/?code=8
收藏,http://nas.330421.cn:8000/iptv/cibn/?code=501
莎翁戏剧,http://nas.330421.cn:8000/iptv/cibn/?code=68
明星大片,#genre#
周星驰电影,http://nas.330421.cn:8000/iptv/tv/?code=周星驰电影
林正英电影,http://nas.330421.cn:8000/iptv/tv/?code=林正英电影
刘德华电影,http://nas.330421.cn:8000/iptv/tv/?code=刘德华电影
周润发电影,http://nas.330421.cn:8000/iptv/tv/?code=周润发电影
成龙电影,http://nas.330421.cn:8000/iptv/tv/?code=成龙电影
李连杰电影,http://nas.330421.cn:8000/iptv/tv/?code=李连杰电影
吴京电影,http://nas.330421.cn:8000/iptv/tv/?code=吴京电影
徐峥电影,http://nas.330421.cn:8000/iptv/tv/?code=徐峥电影
黄渤电影,http://nas.330421.cn:8000/iptv/tv/?code=黄渤电影
邓超电影,http://nas.330421.cn:8000/iptv/tv/?code=邓超电影
洪金宝电影,http://nas.330421.cn:8000/iptv/tv/?code=洪金宝电影
梁朝伟电影,http://nas.330421.cn:8000/iptv/tv/?code=梁朝伟电影
甄子丹电影,http://nas.330421.cn:8000/iptv/tv/?code=甄子丹电影
刘亦菲影视,http://nas.330421.cn:8000/iptv/migu/?id=639528386
高圆圆影视,http://nas.330421.cn:8000/iptv/migu/?id=617432495
古力娜扎影视,http://nas.330421.cn:8000/iptv/migu/?id=625133682
周星驰影院,http://nas.330421.cn:8000/iptv/migu/?id=623338112
吴京作品集,http://nas.330421.cn:8000/iptv/migu/?id=625681368
成龙作品集,http://nas.330421.cn:8000/iptv/migu/?id=639528181
刘德华影院,http://nas.330421.cn:8000/iptv/migu/?id=659315648
古天乐影院,http://nas.330421.cn:8000/iptv/migu/?id=627198610
刘涛作品集,http://nas.330421.cn:8000/iptv/migu/?id=625514969
轮播,#genre#
海外科幻电影,http://nas.330421.cn:8000/iptv/tv/?code=海外科幻电影
港台电影,http://nas.330421.cn:8000/iptv/tv/?code=港台电影
警匪电影,http://nas.330421.cn:8000/iptv/tv/?code=警匪电影
五福星电影,http://nas.330421.cn:8000/iptv/tv/?code=五福星电影
香港经典电影,http://nas.330421.cn:8000/iptv/tv/?code=香港经典电影
斯坦森电影,http://nas.330421.cn:8000/iptv/tv/?code=斯坦森电影
影丧尸电,http://nas.330421.cn:8000/iptv/tv/?code=影丧尸电
女神系列二,http://nas.330421.cn:8000/iptv/tv/?code=女神系列二
神探狄仁杰,http://nas.330421.cn:8000/iptv/tv/?code=神探狄仁杰
解说电影,http://nas.330421.cn:8000/iptv/tv/?code=解说电影
真实改编,http://nas.330421.cn:8000/iptv/tv/?code=真实改编
牛叔说电影,http://nas.330421.cn:8000/iptv/tv/?code=牛叔说电影
黑帮电影,http://nas.330421.cn:8000/iptv/tv/?code=黑帮电影
漫威电影,http://nas.330421.cn:8000/iptv/tv/?code=漫威电影
搞笑电影,http://nas.330421.cn:8000/iptv/tv/?code=搞笑电影
港产搞笑,http://nas.330421.cn:8000/iptv/tv/?code=港产搞笑
异形怪物,http://nas.330421.cn:8000/iptv/tv/?code=异形怪物
科幻动作,http://nas.330421.cn:8000/iptv/tv/?code=科幻动作
科幻梦工场,http://nas.330421.cn:8000/iptv/tv/?code=科幻梦工场
速度与激情,http://nas.330421.cn:8000/iptv/tv/?code=速度与激情
铁齿铜牙纪晓岚,http://nas.330421.cn:8000/iptv/tv/?code=铁齿铜牙纪晓岚
康熙微服私访记,http://nas.330421.cn:8000/iptv/tv/?code=康熙微服私访记
新三国,http://nas.330421.cn:8000/iptv/tv/?code=新三国
楚汉传奇,http://nas.330421.cn:8000/iptv/tv/?code=楚汉传奇
天龍八部,http://nas.330421.cn:8000/iptv/tv/?code=天龍八部
鹿鼎记陈小春版,http://nas.330421.cn:8000/iptv/tv/?code=鹿鼎记陈小春版
新水浒传,http://nas.330421.cn:8000/iptv/tv/?code=新水浒传
少年包青天,http://nas.330421.cn:8000/iptv/tv/?code=少年包青天
张口怼人大娘子,http://nas.330421.cn:8000/iptv/tv/?code=张口怼人大娘子
伪装者,http://nas.330421.cn:8000/iptv/tv/?code=伪装者
我是特种兵,http://nas.330421.cn:8000/iptv/tv/?code=我是特种兵
火蓝刀锋,http://nas.330421.cn:8000/iptv/tv/?code=火蓝刀锋
卫国无敌,http://nas.330421.cn:8000/iptv/tv/?code=卫国无敌
反贪风暴,http://nas.330421.cn:8000/iptv/tv/?code=反贪风暴
复仇剧,http://nas.330421.cn:8000/iptv/tv/?code=复仇剧
韩剧剧场,http://nas.330421.cn:8000/iptv/tv/?code=韩剧剧场
一起看流星雨,http://nas.330421.cn:8000/iptv/tv/?code=一起看流星雨
爱情公寓电视剧,http://nas.330421.cn:8000/iptv/tv/?code=爱情公寓电视剧
家有儿女电视剧,http://nas.330421.cn:8000/iptv/tv/?code=家有儿女电视剧
欢乐喜剧人,http://nas.330421.cn:8000/iptv/tv/?code=欢乐喜剧人
春晚相声小品,http://nas.330421.cn:8000/iptv/tv/?code=春晚相声小品
陈翔六点半,http://nas.330421.cn:8000/iptv/tv/?code=陈翔六点半
向往的生活,http://nas.330421.cn:8000/iptv/tv/?code=向往的生活
奔跑吧兄弟,http://nas.330421.cn:8000/iptv/tv/?code=奔跑吧兄弟
孙俪上位记,http://nas.330421.cn:8000/iptv/tv/?code=孙俪上位记
搞笑一家人,http://nas.330421.cn:8000/iptv/tv/?code=搞笑一家人
大胃家旅,http://nas.330421.cn:8000/iptv/tv/?code=大胃家旅
极限挑战,http://nas.330421.cn:8000/iptv/tv/?code=极限挑战
明星大侦探,http://nas.330421.cn:8000/iptv/tv/?code=明星大侦探
贝爷荒野,http://nas.330421.cn:8000/iptv/tv/?code=贝爷荒野
易中天品三国,http://nas.330421.cn:8000/iptv/tv/?code=易中天品三国
前方高能,http://nas.330421.cn:8000/iptv/tv/?code=前方高能
海绵宝宝,http://nas.330421.cn:8000/iptv/tv/?code=海绵宝宝
成龍历险记,http://nas.330421.cn:8000/iptv/tv/?code=成龍历险记
蜡笔小新,http://nas.330421.cn:8000/iptv/tv/?code=蜡笔小新
宫崎骏动画,http://nas.330421.cn:8000/iptv/tv/?code=宫崎骏动画
黄金剧场,http://nas.330421.cn:8000/iptv/migu/?id=625155140
军旅剧场,http://nas.330421.cn:8000/iptv/migu/?id=625643517
抗战老片,http://nas.330421.cn:8000/iptv/migu/?id=625542372
葛优作品集,http://nas.330421.cn:8000/iptv/migu/?id=659315456
还珠格格,http://nas.330421.cn:8000/iptv/migu/?id=659315368
仙剑奇侠传,http://nas.330421.cn:8000/iptv/migu/?id=659315266
少林剧场,http://nas.330421.cn:8000/iptv/migu/?id=625526423
喜剧联盟,http://nas.330421.cn:8000/iptv/migu/?id=637444830
情感剧场,http://nas.330421.cn:8000/iptv/migu/?id=625574378
僵尸剧场,http://nas.330421.cn:8000/iptv/migu/?id=627033504
深夜尤物剧场,http://nas.330421.cn:8000/iptv/migu/?id=625759558
神探狄仁杰,http://nas.330421.cn:8000/iptv/migu/?id=625574493
红色谍战剧场,http://nas.330421.cn:8000/iptv/migu/?id=634274665
纪晓岚频道,http://nas.330421.cn:8000/iptv/migu/?id=625774662
激情夜场影院,http://nas.330421.cn:8000/iptv/migu/?id=625188208
每日科幻电影,http://nas.330421.cn:8000/iptv/migu/?id=625204865
追剧少女,http://nas.330421.cn:8000/iptv/migu/?id=617432318
怀旧老片,http://nas.330421.cn:8000/iptv/migu/?id=621640582
Migutv-7套武侠剧场,http://nas.330421.cn:8000/iptv/migu/?id=627198822
精品网剧,http://nas.330421.cn:8000/iptv/migu/?id=627198751
假期剧场,http://nas.330421.cn:8000/iptv/migu/?id=627198692
国际剧场,http://nas.330421.cn:8000/iptv/migu/?id=625542365
经典频道,http://nas.330421.cn:8000/iptv/migu/?id=625542369
四大名著剧场,http://nas.330421.cn:8000/iptv/migu/?id=625498432
经典放映厅,http://nas.330421.cn:8000/iptv/migu/?id=626157533
射雕英雄传,http://nas.330421.cn:8000/iptv/migu/?id=625681367
包青天,http://nas.330421.cn:8000/iptv/migu/?id=625521420
金庸频道,http://nas.330421.cn:8000/iptv/migu/?id=625774640
华视火爆劲片,http://nas.330421.cn:8000/iptv/migu/?id=624999147
天龙八部集,http://nas.330421.cn:8000/iptv/migu/?id=625703337
盗墓方法论,http://nas.330421.cn:8000/iptv/migu/?id=625525181
新片放映厅,http://nas.330421.cn:8000/iptv/migu/?id=619495952
高分影院,http://nas.330421.cn:8000/iptv/migu/?id=627198191
热剧联播,http://nas.330421.cn:8000/iptv/migu/?id=629943613
高清大片,http://nas.330421.cn:8000/iptv/migu/?id=629943678
精品剧场,http://nas.330421.cn:8000/iptv/migu/?id=615810094
综艺现场,http://nas.330421.cn:8000/iptv/migu/?id=621640581
SNH48剧场公演,http://nas.330421.cn:8000/iptv/migu/?id=617432328

港台影视,#genre#
靖天映画,http://pili-live-hdl.qhmywl.com/dsdtv/4364abb0a9f358049a535f4692cd49b5.flv
靖天电影台,http://pili-live-hdl.qhmywl.com/dsdtv/5634d5c8ee5afeb118df8decf5eb6c56.flv
FOXMOVIES,http://pili-live-hdl.qhmywl.com/dsdtv/b3d2208824d1ca27dad3068e376ab557.flv
CINEMAX,http://pili-live-hdl.qhmywl.com/dsdtv/9bece52b2f72795cc2f588f3d9e4eed3.flv
好莱坞电影台,http://pili-live-hdl.qhmywl.com/dsdtv/8e678565884cdebd00f8b3121b3b7ee1.flv
影迷数位纪实,http://pili-live-hdl.qhmywl.com/dsdtv/a1d2d2be053776bb01c1aac37ac2dee4.flv
CatchPlay电影,http://pili-live-hdl.qhmywl.com/dsdtv/65e80e1e0cd763a0302d7aa2a1135b0b.flv
HBOHits,http://pili-live-hdl.qhmywl.com/dsdtv/c971b59822c6a91fab4bad8ca9b45f6b.flv
HBOSignature,http://pili-live-hdl.qhmywl.com/dsdtv/fcdd3a3c591bdd0b07a17a92cb555cc1.flv
HBOFamily,http://pili-live-hdl.qhmywl.com/dsdtv/7e7ed5cc99029fd0d27e25009d7abdac.flv
HBOHD,http://pili-live-hdl.qhmywl.com/dsdtv/13e83b20bc716e68221da438d761d352.flv
LSTime电影台,http://pili-live-hdl.qhmywl.com/dsdtv/a5da9875c963d704ac5dd8f866869723.flv
卫视电影台,http://pili-live-hdl.qhmywl.com/dsdtv/4499fb1dcef8c7a9f64276bf71bfc5b4.flv
壹电视电影台,http://pili-live-hdl.qhmywl.com/dsdtv/eb53b692ccbe8c836bc20be6734a9555.flv
纬来电影台,http://pili-live-hdl.qhmywl.com/dsdtv/4f10b67646969a422a5490deaaabbc69.flv
东森电影台,http://pili-live-hdl.qhmywl.com/dsdtv/d2325cfdfd53364263d307573f78e3ce.flv
东森洋片台,http://pili-live-hdl.qhmywl.com/dsdtv/24b15906d2250c062c0f0b5339e166b2.flv
龙华电影,http://pili-live-hdl.qhmywl.com/dsdtv/0e5dee9e8021ce3b9ec9bb78e9710555.flv
龙华经典,http://pili-live-hdl.qhmywl.com/dsdtv/669a67f26ad4b9f68664bfcaefc9553e.flv
龙华洋片,http://pili-live-hdl.qhmywl.com/dsdtv/b7829653660ec5e84c70e7f3a01e1e6c.flv
星卫HD电影,http://pili-live-hdl.qhmywl.com/dsdtv/41e05f3849c21412aa8b347f18adb3f6.flv
美亚高清电影台,http://pili-live-hdl.qhmywl.com/dsdtv/4a1141f101530bff4fc0e9229625e6b5.flv
MyCinemaEurope,http://pili-live-hdl.qhmywl.com/dsdtv/2d2f46a778c93f01b614213456fc97fc.flv
StarMoviesHD,http://pili-live-hdl.qhmywl.com/dsdtv/78c4edcada009192a9b1f8976b5692ab.flv
CinemaWorld,http://pili-live-hdl.qhmywl.com/dsdtv/357252de83720e30d40c00bfba69c497.flv
福克斯家庭电影,http://pili-live-hdl.qhmywl.com/dsdtv/440b3d3c474813d7ead7d3a795978e69.flv
爱尔达影剧,http://pili-live-hdl.qhmywl.com/dsdtv/0916fef64c4baab95f7097d001e4c27e.flv
靖天戏剧台,http://pili-live-hdl.qhmywl.com/dsdtv/4c3b3fa6235fce99e794a16e096c2e1b.flv
龙华戏剧,http://pili-live-hdl.qhmywl.com/dsdtv/b40ec839440a97d24d0aee0c69d186a1.flv
龙华偶像,http://pili-live-hdl.qhmywl.com/dsdtv/046d62141df9366aa54a66b22e095e24.flv
八大戏剧台,http://pili-live-hdl.qhmywl.com/dsdtv/6d7d7a9c22ba9aa4e411e3f7567763d8.flv
凤凰电影,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
纬来戏剧台,http://pili-live-hdl.qhmywl.com/dsdtv/82605f105052ccaef7bb5d55ebc1341d.flv
东森戏剧台,http://pili-live-hdl.qhmywl.com/dsdtv/17cdea424a288175c834060c58b3bb4e.flv
龙华影剧,http://pili-live-hdl.qhmywl.com/dsdtv/d2e1d697b31906f91d7e19a5f06f64ed.flv
三立戏剧,http://pili-live-hdl.qhmywl.com/dsdtv/bdc9e5f7487003c20223fd67f25c7ee7.flv
